run, time(ms), voltage(mV), energy(uJ), energy(uWh), charge(uC), charge(uAh)
757, 11.130000, 565.617621, -0.000047, -0.000000, -0.000074, -0.000000
758, 11.620000, 565.848827, -0.000084, -0.000000, -0.000142, -0.000000
759, 12.070000, 567.666471, -0.000126, -0.000000, -0.000221, -0.000000
760, 11.380000, 566.699147, -0.000130, -0.000000, -0.000230, -0.000000
761, 12.500000, 566.870689, -0.000132, -0.000000, -0.000232, -0.000000
762, 11.810000, 566.620290, -0.000115, -0.000000, -0.000201, -0.000000
763, 11.240000, 566.405237, -0.000078, -0.000000, -0.000135, -0.000000
764, 11.180000, 567.566633, -0.000053, -0.000000, -0.000088, -0.000000
765, 11.050000, 566.208482, -0.000029, -0.000000, -0.000045, -0.000000
766, 11.510000, 566.175640, -0.000009, -0.000000, -0.000009, -0.000000
767, 12.050000, 566.047549, -0.000001, -0.000000, 0.000007, 0.000000
768, 11.840000, 565.366328, -0.000006, -0.000000, -0.000002, -0.000000
769, 11.810000, 566.140711, -0.000020, -0.000000, -0.000027, -0.000000
770, 11.810000, 565.273941, -0.000049, -0.000000, -0.000078, -0.000000
771, 11.680000, 566.340566, -0.000096, -0.000000, -0.000164, -0.000000
772, 11.160000, 566.534698, -0.000126, -0.000000, -0.000221, -0.000000
773, 11.680000, 565.444708, -0.000132, -0.000000, -0.000234, -0.000000
774, 11.590000, 566.334307, -0.000126, -0.000000, -0.000223, -0.000000
775, 11.790000, 565.680742, -0.000120, -0.000000, -0.000210, -0.000000
776, 11.380000, 566.389561, -0.000088, -0.000000, -0.000153, -0.000000
777, 12.390000, 566.081822, -0.000058, -0.000000, -0.000096, -0.000000
778, 11.810000, 564.751685, -0.000018, -0.000000, -0.000024, -0.000000
779, 11.320000, 565.380812, 0.000005, 0.000000, 0.000016, 0.000000
780, 11.340000, 563.827217, 0.000001, 0.000000, 0.000011, 0.000000
781, 11.070000, 564.497888, -0.000002, -0.000000, 0.000006, 0.000000
782, 10.950000, 564.763725, -0.000007, -0.000000, -0.000003, -0.000000
783, 11.820000, 563.973010, -0.000025, -0.000000, -0.000036, -0.000000
784, 12.520000, 565.041959, -0.000070, -0.000000, -0.000115, -0.000000
785, 11.010000, 565.032840, -0.000097, -0.000000, -0.000167, -0.000000
786, 12.580000, 565.415680, -0.000129, -0.000000, -0.000226, -0.000000
787, 11.810000, 565.296829, -0.000133, -0.000000, -0.000234, -0.000000
788, 11.830000, 565.006196, -0.000123, -0.000000, -0.000217, -0.000000
789, 11.810000, 565.588951, -0.000097, -0.000000, -0.000168, -0.000000
790, 11.810000, 565.063298, -0.000048, -0.000000, -0.000079, -0.000000
791, 11.790000, 564.645767, -0.000009, -0.000000, -0.000009, -0.000000
792, 11.830000, 565.151453, -0.000001, -0.000000, 0.000007, 0.000000
793, 11.810000, 565.279961, -0.000013, -0.000000, -0.000013, -0.000000
794, 11.810000, 565.052330, -0.000032, -0.000000, -0.000048, -0.000000
795, 11.790000, 564.962208, -0.000073, -0.000000, -0.000122, -0.000000
796, 11.830000, 564.765632, -0.000119, -0.000000, -0.000206, -0.000000
797, 11.810000, 564.324141, -0.000133, -0.000000, -0.000234, -0.000000
798, 11.810000, 564.079642, -0.000127, -0.000000, -0.000224, -0.000000
799, 11.790000, 564.089060, -0.000105, -0.000000, -0.000184, -0.000000
