run, time(ms), current (A), voltage(mV), power (W), current_range, current_lsb, voltage_lsb
981, 10739.740541, 0.000001, -0.212352, -0.000001, 3.000000, 0.000000, 0.487473
982, 10750.688288, -0.000002, -0.262960, 0.000000, 3.000000, 0.000000, 0.554042
983, 10761.636036, 0.000001, -0.251534, -0.000000, 3.000000, 0.000000, 0.317666
984, 10772.583784, -0.000002, -0.219278, 0.000000, 3.000000, 0.000000, 0.724579
985, 10783.531532, 0.000001, -0.286954, -0.000000, 3.000000, 0.000000, 0.147220
986, 10794.479279, -0.000002, -0.184481, 0.000000, 3.000000, 0.000000, 0.871434
987, 10805.427027, 0.000001, -0.318760, -0.000000, 3.000000, 0.000000, 0.065472
988, 10816.374775, -0.000001, -0.163523, 0.000000, 3.000000, 0.000000, 0.806053
989, 10827.322523, -0.000001, -0.316194, 0.000000, 3.000000, 0.000000, 0.236284
990, 10838.270270, 0.000001, -0.177691, -0.000000, 3.000000, 0.000000, 0.635059
991, 10849.218018, -0.000002, -0.291490, 0.000000, 3.000000, 0.000000, 0.405907
992, 10860.165766, 0.000001, -0.215898, -0.000001, 3.000000, 0.000000, 0.464795
993, 10871.113514, -0.000002, -0.255337, 0.000000, 3.000000, 0.000000, 0.576262
994, 10882.061261, 0.000001, -0.254211, -0.000000, 3.000000, 0.000000, 0.294349
995, 10893.009009, -0.000002, -0.212059, 0.000000, 3.000000, 0.000000, 0.747074
996, 10903.956757, 0.000001, -0.288545, -0.000000, 3.000000, 0.000000, 0.123720
997, 10914.904505, -0.000002, -0.176330, 0.000000, 3.000000, 0.000000, 0.871342
998, 10925.852252, 0.000001, -0.319863, -0.000000, 3.000000, 0.000000, 0.088424
999, 10936.800000, -0.000000, -0.161784, -0.000000, 3.000000, 0.000000, 0.783376
